head	relation	tail
/m/0181dw	organization.organization.date_founded	1901.0
/m/08cn4_	people.person.height_meters	1.78
/m/03_nq	people.person.height_meters	1.71
/m/0mw1j	location.dated_location.date_founded	1769.0
/m/0135p7	location.geocode.latitude	39.758056
/m/0m66w	people.person.height_meters	1.6
/m/04_xr8	topic_server.population_number	3052763.0
/m/04thp	location.geocode.latitude	22.166667
/m/07r_dg	people.person.height_meters	1.55
/m/0tyql	location.geocode.longitude	-70.934722
/m/01w9ph_	people.person.height_meters	1.8
/m/04s1zr	film.film.initial_release_date	2001.0
/m/03cn92	people.person.date_of_birth	1949.0
/m/0fqyc	location.geocode.latitude	52.666667
/m/02fx3c	people.person.height_meters	1.85
/m/0l380	location.geocode.longitude	-118.8
/m/0mqs0	location.geocode.latitude	31.55
/m/0fngf	location.geocode.longitude	31.029722
/m/026yqrr	people.person.date_of_birth	1970.5
/m/074tb5	people.person.date_of_birth	1963.83333333
/m/034qzw	film.film.initial_release_date	2004.5
/m/04v68c	people.person.height_meters	1.88
/m/0kv36	location.geocode.latitude	33.04
/m/027rn	location.geocode.latitude	19.0
/m/0hnjt	people.person.date_of_birth	1888.83333333
/m/01j7rd	people.person.date_of_birth	1962.91666667
/m/0n56v	location.dated_location.date_founded	1852.0
/m/013x0b	organization.organization.date_founded	1972.0
/m/0c_gcr	people.person.height_meters	1.74
/m/013t9y	people.person.date_of_birth	1945.25
/m/031hcx	film.film.initial_release_date	2007.5
/m/05qkp	location.geocode.longitude	147.116667
/m/0pswc	location.geocode.latitude	32.525
/m/09py7	people.deceased_person.date_of_death	1974.5
/m/013crh	location.location.area	152.5
/m/052h3	people.person.date_of_birth	1926.25
/m/09hd16	people.person.height_meters	1.9
/m/0194xc	people.person.height_meters	1.87
/m/0bk5r	people.person.date_of_birth	1875.58333333
/m/04f6df0	film.film.initial_release_date	2008.0
/m/027j9wd	film.film.initial_release_date	2009.58333333
/m/0x1jc	topic_server.population_number	59351.0
/m/027rqbx	location.geocode.longitude	-76.607667
/m/01634x	organization.organization.date_founded	1880.0
/m/0rt80	location.location.area	661.0
/m/09pl3s	people.person.date_of_birth	1973.58333333
/m/05k7sb	location.dated_location.date_founded	1788.16666667
/m/0948xk	people.person.date_of_birth	1953.41666667
/m/0261x8t	people.person.date_of_birth	1980.83333333
/m/01tnxc	people.person.height_meters	1.83
/m/01m7mv	topic_server.population_number	33201.0
/m/0q_xk	location.geocode.latitude	34.132778
/m/0n5fl	location.geocode.longitude	-74.92
/m/0dqyc	location.location.area	2934.0
/m/01950l	organization.organization.date_founded	1986.0
/m/02qssrm	people.person.date_of_birth	1974.16666667
/m/02h7qr	location.geocode.latitude	39.392778
/m/01r97z	film.film.initial_release_date	1996.5
/m/044ntk	people.person.height_meters	1.87
/m/01vrx35	people.person.date_of_birth	1943.58333333
/m/01ngx6	location.geocode.latitude	54.95
/m/0hsb3	location.geocode.latitude	51.513889
/m/01h18v	film.film.initial_release_date	2002.41666667
/m/01fscv	location.location.area	144.94
/m/0f6_x	people.person.height_meters	1.87
/m/0300cp	organization.organization.date_founded	1947.66666667
/m/068g3p	people.person.date_of_birth	1963.25
/m/0dw4b0	film.film.initial_release_date	2003.16666667
/m/02_j7t	people.person.height_meters	1.9
/m/059xnf	people.person.date_of_birth	1964.08333333
/m/04v3q	location.dated_location.date_founded	1964.75
/m/0g3bw	location.location.area	230500.0
/m/09krp	location.geocode.longitude	8.591111
/m/0106dv	location.location.area	247.343864537
/m/012v9y	people.person.height_meters	1.803
/m/0nlqq	topic_server.population_number	59545.0
/m/0r5y9	topic_server.population_number	86289.0
/m/027xx3	location.geocode.longitude	-121.938056
/m/05xb7q	location.geocode.longitude	67.12
/m/019l68	people.person.date_of_birth	1920.66666667
/m/0fxwx	location.geocode.longitude	-95.5
/m/0hwqg	people.deceased_person.date_of_death	2010.75
/m/0jc6p	location.geocode.latitude	41.69
/m/01w23w	people.person.date_of_birth	1950.83333333
/m/02qsqmq	film.film.initial_release_date	2008.0
/m/02jx_v	location.geocode.longitude	144.9643
/m/0lzp	topic_server.population_number	295599.0
/m/0fttg	topic_server.population_number	203688.0
/m/0l34j	location.location.area	2349.11921607
/m/0fn8jc	people.person.date_of_birth	1982.41666667
/m/0t6hk	topic_server.population_number	81973.0
/m/07fj_	location.location.area	163610.0
/m/022411	people.person.date_of_birth	1959.66666667
/m/02rk23	location.geocode.latitude	33.497222
/m/0r0f7	location.geocode.latitude	33.9575
/m/0cwx_	location.geocode.longitude	-79.943583
/m/02mg7n	location.geocode.longitude	-0.12892
/m/02tqkf	people.person.height_meters	1.905
/m/03x31g	people.person.height_meters	1.72
/m/01w8sf	people.person.date_of_birth	1948.5
/m/05kfs	people.person.height_meters	1.83
/m/07s8r0	people.person.height_meters	1.68
/m/0mnyn	topic_server.population_number	12731.0
/m/03k0yw	people.person.date_of_birth	1960.25
/m/0c3ns	people.person.date_of_birth	1944.66666667
/m/081_zm	people.person.date_of_birth	1929.41666667
/m/017j69	organization.organization.date_founded	1851.08333333
/m/01g6l8	location.geocode.longitude	24.95
/m/0m2mk	topic_server.population_number	83913.0
/m/03j24kf	people.person.height_meters	1.803
/m/05f260	organization.organization.date_founded	1979.91666667
/m/07f1x	topic_server.population_number	63069070.0
/m/05d49	topic_server.population_number	3138369.0
/m/05qtj	location.geocode.latitude	48.8567
/m/0j7ng	location.geocode.longitude	-1.6
/m/054rw	location.geocode.longitude	-8.008889
/m/0l12d	people.person.height_meters	1.829
/m/0454s1	people.deceased_person.date_of_death	1991.41666667
/m/0bqyhk	location.geocode.latitude	51.48376
/m/02vr7	people.person.date_of_birth	1954.66666667
/m/011kn2	organization.organization.date_founded	1848.0
/m/0p7pw	film.film.initial_release_date	1966.25
/m/05cc1	location.geocode.latitude	13.533333
/m/0mbs8	people.person.height_meters	1.65
/m/0qkcb	location.geocode.longitude	-71.209722
/m/031y2	location.location.area	102.41
/m/0cv2m	location.geocode.latitude	21.27
/m/0msyb	location.geocode.latitude	35.18
/m/0gdqy	people.person.date_of_birth	1931.0
/m/01vvycq	people.person.height_meters	1.575
/m/05q7874	film.film.initial_release_date	2010.08333333
/m/0m2kw	topic_server.population_number	124056.0
/m/01rgcg	people.person.date_of_birth	1948.58333333
/m/01x96	location.location.area	174.8
/m/024tj	people.deceased_person.date_of_death	1987.66666667
/m/06tgw	location.geocode.longitude	45.35
/m/04l19_	people.person.date_of_birth	1969.08333333
/m/0gd_s	people.person.date_of_birth	1942.33333333
/m/02vzc	location.dated_location.date_founded	1809.25
/m/01tzfz	location.geocode.longitude	-2.785556
/m/04wvhz	people.person.date_of_birth	1951.58333333
/m/09b6zr	people.person.height_meters	1.82
/m/0k3kv	location.dated_location.date_founded	1685.0
/m/0fwc0	location.geocode.longitude	-76.2
/m/07f5x	topic_server.population_number	1612758.0
/m/05fly	location.location.area	809444.0
/m/01rxyb	film.film.initial_release_date	2003.83333333
/m/0r1yc	topic_server.population_number	4116.0
/m/04chyn	location.geocode.longitude	-76.744566
/m/057bxr	location.geocode.longitude	9.22732
/m/0f2v0	location.geocode.latitude	25.775278
/m/03wbqc4	film.film.initial_release_date	2009.5
/m/031q3w	organization.organization.date_founded	1887.0
/m/043z0	location.geocode.longitude	-84.42
/m/013zs9	people.person.date_of_birth	1964.08333333
/m/0bq4j6	people.person.date_of_birth	1953.83333333
/m/0mn78	topic_server.population_number	149645.0
/m/01309x	people.person.height_meters	1.9
/m/01m1_d	location.geocode.longitude	-73.346944
/m/01jc9d	topic_server.population_number	5411324.0
/m/03swmf	people.deceased_person.date_of_death	2009.25
/m/01_r9k	location.geocode.longitude	-84.415278
/m/063576	location.geocode.longitude	-77.045
/m/09rp4r_	people.person.date_of_birth	1943.41666667
/m/0288fyj	people.person.date_of_birth	1971.75
/m/06w839_	film.film.initial_release_date	2002.25
/m/0138t4	organization.organization.date_founded	1350.0
/m/0lccn	people.person.date_of_birth	1934.75
/m/03s5t	location.geocode.latitude	45.0
/m/0tzt_	location.location.area	92.6
/m/0l5yl	people.person.height_meters	1.72
/m/06rkfs	location.geocode.longitude	-76.320556
/m/02rsz0	people.person.date_of_birth	1968.16666667
/m/01jrvr6	people.person.height_meters	1.676
/m/0l2l_	location.geocode.latitude	38.5
/m/01tt43d	people.person.height_meters	1.689
/m/036hf4	people.person.height_meters	1.88
/m/047q2k1	film.film.initial_release_date	2010.0
/m/01kt17	people.person.height_meters	1.67
/m/0c5x_	location.geocode.latitude	33.64535
/m/018txg	location.geocode.latitude	37.616667
/m/02gt5s	location.geocode.longitude	-83.215
/m/01ggbx	people.person.date_of_birth	1956.5
/m/04yj5z	people.person.height_meters	1.73
/m/0bqsy	people.person.date_of_birth	1979.0
/m/060_7	people.person.height_meters	1.63
/m/0nf3h	location.geocode.latitude	39.01
/m/018q7	people.person.date_of_birth	1887.91666667
/m/017_pb	people.deceased_person.date_of_death	1988.0
/m/02zr0z	organization.organization.date_founded	1865.0
/m/02zd460	location.geocode.latitude	37.87
/m/02lv2v	organization.organization.date_founded	1906.0
/m/012zng	people.person.date_of_birth	1958.0
/m/0nz_b	location.geocode.latitude	33.94
/m/05m0h	people.deceased_person.date_of_death	1658.75
/m/0yyn5	film.film.initial_release_date	1989.0
/m/0n9r8	location.geocode.longitude	-0.1744
/m/060pl5	people.person.date_of_birth	1961.0
/m/0725ny	people.person.date_of_birth	1964.83333333
/m/02j490	people.person.height_meters	1.83
/m/057bc6m	people.person.date_of_birth	1898.16666667
/m/02l48d	organization.organization.date_founded	1919.0
/m/01x1cn2	people.person.height_meters	1.753
/m/01cl0d	organization.organization.date_founded	1962.0
/m/0kv5t	location.location.area	21136.8929685
/m/01ypsj	people.person.height_meters	1.63
/m/063tn	people.person.date_of_birth	1840.41666667
/m/0187y5	people.person.height_meters	1.8
/m/021yw7	people.person.date_of_birth	1973.83333333
/m/0jbrr	location.geocode.latitude	33.740833
/m/039bpc	people.person.height_meters	1.753
/m/02klny	location.geocode.longitude	-83.61366
/m/07t65	organization.organization.date_founded	1945.83333333
/m/0nm9h	location.location.area	3152.01553028
/m/0cqnss	film.film.initial_release_date	1962.5
/m/09l9xt	people.person.date_of_birth	1981.75
/m/0fsb8	location.location.area	771.0
/m/0c9c0	people.person.height_meters	1.91
/m/0hnjt	people.deceased_person.date_of_death	1953.91666667
/m/025vl4m	people.person.date_of_birth	1951.0
/m/02ldkf	location.geocode.latitude	36.075352
/m/06b3g4	people.person.date_of_birth	1948.08333333
/m/01rwcgb	people.person.date_of_birth	1979.66666667
/m/01p95y0	people.deceased_person.date_of_death	1969.58333333
/m/01qh7	location.dated_location.date_founded	1630.0
/m/06c97	people.person.date_of_birth	1913.08333333
/m/02237m	location.geocode.latitude	51.535556
/m/02jr26	people.person.date_of_birth	1963.83333333
/m/01mbwlb	people.person.date_of_birth	1958.0
/m/0bxxzb	film.film.initial_release_date	2002.91666667
/m/07nt8p	film.film.initial_release_date	2006.33333333
/m/0785v8	people.person.height_meters	1.78
/m/0kvqv	people.person.height_meters	1.7
/m/03crmd	people.person.height_meters	1.75
/m/0l2lk	location.dated_location.date_founded	1850.0
/m/099d4	people.person.date_of_birth	1940.91666667
/m/01mjq	location.geocode.latitude	49.75
/m/0jbn5	location.geocode.latitude	41.0
/m/0zpfy	location.geocode.latitude	40.322778
/m/03m_k0	people.person.date_of_birth	1957.41666667
/m/01ty4	people.deceased_person.date_of_death	1914.33333333
/m/0457w0	people.person.date_of_birth	1979.83333333
/m/016gkf	people.person.date_of_birth	1921.33333333
/m/03pzf	topic_server.population_number	519950.0
/m/07bxhl	location.dated_location.date_founded	1908.0
/m/01mqnr	people.person.height_meters	1.854
/m/0179q0	location.location.area	129.27
/m/0rmwd	location.geocode.latitude	27.483333
/m/01t12z	location.geocode.longitude	-74.020386
/m/0lvng	location.geocode.latitude	52.156071
/m/0n59f	location.location.area	1388.23362714
/m/0k3jq	location.location.area	1411.54352013
/m/03v52f	organization.organization.date_founded	1954.0
/m/0frf6	location.geocode.latitude	41.24
/m/02zkz7	organization.organization.date_founded	1939.75
/m/0dv0z	location.geocode.latitude	52.083333
/m/0qtz9	location.location.area	121.211443564
/m/0lgsq	people.person.date_of_birth	1961.41666667
/m/027nb	location.geocode.latitude	15.3
/m/013hxv	topic_server.population_number	216943.0
/m/02n72k	film.film.initial_release_date	1983.5
/m/01c7qd	people.person.date_of_birth	1928.33333333
/m/0c7zf	location.location.area	1680.0
/m/0h6l4	location.geocode.longitude	-74.415775
/m/0d6qjf	organization.organization.date_founded	1947.75
/m/02wd48	people.person.date_of_birth	1947.25
/m/0235n9	topic_server.population_number	71715.0
/m/027d5g5	people.deceased_person.date_of_death	2012.25
/m/02qyv3h	film.film.initial_release_date	2012.16666667
/m/0652ty	people.person.height_meters	1.7
/m/02m_41	location.geocode.latitude	50.119444
/m/02q5xsx	people.person.date_of_birth	1951.08333333
/m/0qkyj	topic_server.population_number	41307.0
/m/07qzv	location.location.area	52.0
/m/019xz9	location.dated_location.date_founded	1181.0
/m/034g2b	people.person.date_of_birth	1972.16666667
/m/05h7tk	people.person.date_of_birth	1894.58333333
/m/0mpzm	location.geocode.longitude	-97.78
/m/025txrl	organization.organization.date_founded	1993.0
/m/0mwx6	location.geocode.longitude	-78.72
/m/0m2gz	location.geocode.latitude	41.79
/m/0pzpz	topic_server.population_number	152377.0
/m/0154fs	location.dated_location.date_founded	1853.0
/m/01279v	location.geocode.longitude	-7.833333
/m/01gbbz	people.person.height_meters	1.71
/m/016gb5	location.location.area	105.02
/m/0fvvg	topic_server.population_number	27120.0
/m/0m27n	location.geocode.latitude	33.513889
/m/083shs	film.film.initial_release_date	1999.75
/m/022b_	location.geocode.latitude	33.533333
/m/04n2vgk	people.person.height_meters	1.74
/m/03sxd2	film.film.initial_release_date	1999.41666667
/m/0mkk3	location.geocode.longitude	-89.94
/m/0bl5c	film.film.initial_release_date	1946.0
/m/0cgfb	people.person.height_meters	1.632
/m/02bh8z	organization.organization.date_founded	1958.0
/m/017cw	location.geocode.latitude	41.0
/m/01w724	people.deceased_person.date_of_death	2006.5
/m/01y_rz	people.person.date_of_birth	1961.83333333
/m/0rjg8	location.dated_location.date_founded	1908.0
/m/02hsgn	people.person.date_of_birth	1941.5
/m/01d6jf	people.person.date_of_birth	1917.83333333
/m/05mt_q	people.person.date_of_birth	1986.83333333
/m/0myn8	topic_server.population_number	229685.0
/m/0ncy4	location.geocode.latitude	51.4235
/m/01j_cy	organization.organization.date_founded	1855.16666667
/m/01wz_ml	people.person.date_of_birth	1926.83333333
/m/03v6t	organization.organization.date_founded	1858.0
/m/0p0fc	location.dated_location.date_founded	1861.0
/m/049d1	location.dated_location.date_founded	1857.0
/m/09dt7	people.deceased_person.date_of_death	1995.5
/m/04cl1	people.person.date_of_birth	1955.16666667
/m/03v36	people.deceased_person.date_of_death	2013.5
/m/0pbhz	location.location.area	40.41
/m/01h8rk	location.geocode.longitude	-117.1596
/m/076lxv	people.deceased_person.date_of_death	1963.91666667
/m/03jn4	location.location.area	12.14
/m/0mwq_	location.location.area	2066.81051205
/m/0qr8z	location.location.area	276.351731373
/m/05r7t	location.geocode.longitude	-66.1
/m/0k3g3	topic_server.population_number	206852.0
/m/0fw3f	location.geocode.longitude	-104.801944
/m/041bnw	organization.organization.date_founded	1964.0
/m/095p3z	people.deceased_person.date_of_death	1980.16666667
/m/05kr_	location.dated_location.date_founded	1867.58333333
/m/05fjf	location.dated_location.date_founded	1788.0
/m/01csvq	people.person.height_meters	1.69
/m/0vp5f	location.geocode.latitude	43.419444
/m/0b2lw	location.dated_location.date_founded	1854.0
/m/01p8s	location.location.area	51100.0
/m/02vqsll	film.film.initial_release_date	2008.83333333
/m/01cpqk	people.person.date_of_birth	1945.16666667
/m/06vsbt	people.person.date_of_birth	1979.41666667
/m/03w1lf	organization.organization.date_founded	1960.0
/m/0h7x	topic_server.population_number	8081957.0
/m/0146mv	organization.organization.date_founded	1978.0
/m/0bdt8	people.deceased_person.date_of_death	1982.66666667
/m/02sg5v	film.film.initial_release_date	1985.41666667
/m/02kz_	people.deceased_person.date_of_death	1961.58333333
/m/01n4nd	location.geocode.longitude	0.903
/m/098sv2	people.deceased_person.date_of_death	1994.0
/m/06czyr	people.person.date_of_birth	1975.66666667
/m/02t_y3	people.person.height_meters	1.85
/m/0dl567	people.person.height_meters	1.78
/m/0nj0m	location.geocode.longitude	-83.84
/m/0jt5zcn	location.geocode.longitude	-1.28
/m/03h610	people.person.date_of_birth	1954.91666667
/m/0cymp	location.location.area	1294.99405517
/m/0k3gw	location.geocode.longitude	-71.09
/m/0kvsb	people.person.date_of_birth	1957.83333333
/m/0mq17	topic_server.population_number	1205887.0
/m/07mgr	location.location.area	130.17
/m/0cyn3	topic_server.population_number	1320672.0
/m/0f4r5	organization.organization.date_founded	1946.0
